DAY;MONTH;YEAR;Valore;Valore;Valore;Valore;Valore;Valore;COUNT;;;;;;;
30;4;2017;38,76354167;38,690625;68,7537037;72,91583333;65,38666667;98,52711864;4;;;;;;;
1;5;2017;38,690625;68,7537037;72,91583333;65,38666667;98,52711864;87,58;3;;;;;;;
2;5;2017;68,7537037;72,91583333;65,38666667;98,52711864;87,58;53,9125;7;;;;;;;
3;5;2017;72,91583333;65,38666667;98,52711864;87,58;53,9125;109,4166667;8;;;;;;;
4;5;2017;65,38666667;98,52711864;87,58;53,9125;109,4166667;60,13;5;;;;;;;
5;5;2017;98,52711864;87,58;53,9125;109,4166667;60,13;51,71166667;11;;;;;;;
6;5;2017;87,58;53,9125;109,4166667;60,13;51,71166667;68,955;9;;;;;;;
7;5;2017;53,9125;109,4166667;60,13;51,71166667;68,955;52,68166667;6;;;;;;;
8;5;2017;109,4166667;60,13;51,71166667;68,955;52,68166667;37,015;7;;;;;;;
9;5;2017;60,13;51,71166667;68,955;52,68166667;37,015;23,0325;4;;;;;;;
10;5;2017;51,71166667;68,955;52,68166667;37,015;23,0325;51,77;2;;;;;;;
11;5;2017;68,955;52,68166667;37,015;23,0325;51,77;61,42136752;2;;;;;;;
12;5;2017;52,68166667;37,015;23,0325;51,77;61,42136752;67,985;10;;;;;;;
13;5;2017;37,015;23,0325;51,77;61,42136752;67,985;62,135;5;;;;;;;
14;5;2017;23,0325;51,77;61,42136752;67,985;62,135;62,49916667;3;;;;;;;
15;5;2017;51,77;61,42136752;67,985;62,135;62,49916667;45,3825;5;;;;;;;
16;5;2017;61,42136752;67,985;62,135;62,49916667;45,3825;47,375;6;;;;;;;
17;5;2017;67,985;62,135;62,49916667;45,3825;47,375;68,88833333;5;;;;;;;
18;5;2017;62,135;62,49916667;45,3825;47,375;68,88833333;53,38416667;4;;;;;;;
19;5;2017;62,49916667;45,3825;47,375;68,88833333;53,38416667;69,135;4;;;;;;;
20;5;2017;45,3825;47,375;68,88833333;53,38416667;69,135;49,49583333;2;;;;;;;
21;5;2017;47,375;68,88833333;53,38416667;69,135;49,49583333;54,5375;0;;;;;;;
22;5;2017;68,88833333;53,38416667;69,135;49,49583333;54,5375;52,30583333;5;;;;;;;
23;5;2017;53,38416667;69,135;49,49583333;54,5375;52,30583333;39,73833333;4;;;;;;;
24;5;2017;69,135;49,49583333;54,5375;52,30583333;39,73833333;48,87083333;3;;;;;;;
25;5;2017;49,49583333;54,5375;52,30583333;39,73833333;48,87083333;41,69833333;4;;;;;;;
26;5;2017;54,5375;52,30583333;39,73833333;48,87083333;41,69833333;36,20083333;5;;;;;;;
27;5;2017;52,30583333;39,73833333;48,87083333;41,69833333;36,20083333;38,255;6;;;;;;;
28;5;2017;39,73833333;48,87083333;41,69833333;36,20083333;38,255;23,4875;5;;;;;;;
29;5;2017;48,87083333;41,69833333;36,20083333;38,255;23,4875;22,8;6;;;;;;;
30;5;2017;41,69833333;36,20083333;38,255;23,4875;22,8;22,45416667;8;;;;;;;
31;5;2017;36,20083333;38,255;23,4875;22,8;22,45416667;54,835;5;;;;;;;
1;6;2017;38,255;23,4875;22,8;22,45416667;54,835;55,12583333;2;;;;;;;
2;6;2017;23,4875;22,8;22,45416667;54,835;55,12583333;57,05166667;1;;;;;;;
3;6;2017;22,8;22,45416667;54,835;55,12583333;57,05166667;46,9125;2;;;;;;;
4;6;2017;22,45416667;54,835;55,12583333;57,05166667;46,9125;59,135;3;;;;;;;
5;6;2017;54,835;55,12583333;57,05166667;46,9125;59,135;57,03083333;3;;;;;;;
6;6;2017;55,12583333;57,05166667;46,9125;59,135;57,03083333;40,50666667;7;;;;;;;
7;6;2017;57,05166667;46,9125;59,135;57,03083333;40,50666667;49,23813559;6;;;;;;;
8;6;2017;46,9125;59,135;57,03083333;40,50666667;49,23813559;52,67636364;6;;;;;;;
9;6;2017;59,135;57,03083333;40,50666667;49,23813559;52,67636364;47,43;2;;;;;;;
10;6;2017;57,03083333;40,50666667;49,23813559;52,67636364;47,43;45,34666667;3;;;;;;;
11;6;2017;40,50666667;49,23813559;52,67636364;47,43;45,34666667;52,935;7;;;;;;;
12;6;2017;49,23813559;52,67636364;47,43;45,34666667;52,935;39,755;4;;;;;;;
13;6;2017;52,67636364;47,43;45,34666667;52,935;39,755;29,49416667;3;;;;;;;
14;6;2017;47,43;45,34666667;52,935;39,755;29,49416667;48,07083333;3;;;;;;;
15;6;2017;45,34666667;52,935;39,755;29,49416667;48,07083333;45,96833333;5;;;;;;;
16;6;2017;52,935;39,755;29,49416667;48,07083333;45,96833333;35,82166667;2;;;;;;;
17;6;2017;39,755;29,49416667;48,07083333;45,96833333;35,82166667;43,92844037;1;;;;;;;
18;6;2017;29,49416667;48,07083333;45,96833333;35,82166667;43,92844037;27,17916667;3;;;;;;;
19;6;2017;48,07083333;45,96833333;35,82166667;43,92844037;27,17916667;22,28541667;0;;;;;;;
20;6;2017;45,96833333;35,82166667;43,92844037;27,17916667;22,28541667;24,66041667;3;;;;;;;
21;6;2017;35,82166667;43,92844037;27,17916667;22,28541667;24,66041667;43,77904762;7;;;;;;;
22;6;2017;43,92844037;27,17916667;22,28541667;24,66041667;43,77904762;59,2275;7;;;;;;;
23;6;2017;27,17916667;22,28541667;24,66041667;43,77904762;59,2275;61,78583333;8;;;;;;;
24;6;2017;22,28541667;24,66041667;43,77904762;59,2275;61,78583333;58,425;5;;;;;;;
25;6;2017;24,66041667;43,77904762;59,2275;61,78583333;58,425;58,04166667;5;;;;;;;
26;6;2017;43,77904762;59,2275;61,78583333;58,425;58,04166667;44,59833333;1;;;;;;;
27;6;2017;59,2275;61,78583333;58,425;58,04166667;44,59833333;34,035;4;;;;;;;
28;6;2017;61,78583333;58,425;58,04166667;44,59833333;34,035;66,72166667;2;;;;;;;
29;6;2017;58,425;58,04166667;44,59833333;34,035;66,72166667;53,60416667;3;;;;;;;
30;6;2017;58,04166667;44,59833333;34,035;66,72166667;53,60416667;52,25169492;2;;;;;;;
1;7;2017;44,59833333;34,035;66,72166667;53,60416667;52,25169492;51,30166667;4;;;;;;;
2;7;2017;34,035;66,72166667;53,60416667;52,25169492;51,30166667;41,72436975;4;;;;;;;
3;7;2017;66,72166667;53,60416667;52,25169492;51,30166667;41,72436975;54,37583333;6;;;;;;;
4;7;2017;53,60416667;52,25169492;51,30166667;41,72436975;54,37583333;39,27916667;8;;;;;;;
5;7;2017;52,25169492;51,30166667;41,72436975;54,37583333;39,27916667;40,47948718;2;;;;;;;
6;7;2017;51,30166667;41,72436975;54,37583333;39,27916667;40,47948718;44,2525;2;;;;;;;
7;7;2017;41,72436975;54,37583333;39,27916667;40,47948718;44,2525;53,015;6;;;;;;;
8;7;2017;54,37583333;39,27916667;40,47948718;44,2525;53,015;62,5325;3;;;;;;;
9;7;2017;39,27916667;40,47948718;44,2525;53,015;62,5325;49,89916667;5;;;;;;;
10;7;2017;40,47948718;44,2525;53,015;62,5325;49,89916667;50,9075;3;;;;;;;
11;7;2017;44,2525;53,015;62,5325;49,89916667;50,9075;36,7075;4;;;;;;;
12;7;2017;53,015;62,5325;49,89916667;50,9075;36,7075;49,2775;5;;;;;;;
13;7;2017;62,5325;49,89916667;50,9075;36,7075;49,2775;63,13666667;2;;;;;;;
14;7;2017;49,89916667;50,9075;36,7075;49,2775;63,13666667;62,70666667;4;;;;;;;
15;7;2017;50,9075;36,7075;49,2775;63,13666667;62,70666667;44,9675;5;;;;;;;
16;7;2017;36,7075;49,2775;63,13666667;62,70666667;44,9675;63,68166667;4;;;;;;;
17;7;2017;49,2775;63,13666667;62,70666667;44,9675;63,68166667;38,62333333;3;;;;;;;
18;7;2017;63,13666667;62,70666667;44,9675;63,68166667;38,62333333;26,89;5;;;;;;;
19;7;2017;62,70666667;44,9675;63,68166667;38,62333333;26,89;49,13416667;6;;;;;;;
20;7;2017;44,9675;63,68166667;38,62333333;26,89;49,13416667;65,34916667;3;;;;;;;
21;7;2017;63,68166667;38,62333333;26,89;49,13416667;65,34916667;52,56083333;4;;;;;;;
22;7;2017;38,62333333;26,89;49,13416667;65,34916667;52,56083333;62,46923077;6;;;;;;;
23;7;2017;26,89;49,13416667;65,34916667;52,56083333;62,46923077;47,6725;2;;;;;;;
24;7;2017;49,13416667;65,34916667;52,56083333;62,46923077;47,6725;40,97;2;;;;;;;
25;7;2017;65,34916667;52,56083333;62,46923077;47,6725;40,97;28,87916667;4;;;;;;;
26;7;2017;52,56083333;62,46923077;47,6725;40,97;28,87916667;62,56083333;3;;;;;;;
27;7;2017;62,46923077;47,6725;40,97;28,87916667;62,56083333;67,45666667;6;;;;;;;
28;7;2017;47,6725;40,97;28,87916667;62,56083333;67,45666667;68,18916667;4;;;;;;;
29;7;2017;40,97;28,87916667;62,56083333;67,45666667;68,18916667;57,88833333;5;;;;;;;
30;7;2017;28,87916667;62,56083333;67,45666667;68,18916667;57,88833333;50,89304348;7;;;;;;;
31;7;2017;62,56083333;67,45666667;68,18916667;57,88833333;50,89304348;47,01583333;2;;;;;;;
1;8;2017;67,45666667;68,18916667;57,88833333;50,89304348;47,01583333;48,19833333;3;;;;;;;
2;8;2017;68,18916667;57,88833333;50,89304348;47,01583333;48,19833333;49,21833333;3;;;;;;;
3;8;2017;57,88833333;50,89304348;47,01583333;48,19833333;49,21833333;43,49083333;4;;;;;;;
4;8;2017;50,89304348;47,01583333;48,19833333;49,21833333;43,49083333;39,77583333;2;;;;;;;
5;8;2017;47,01583333;48,19833333;49,21833333;43,49083333;39,77583333;51,7525;3;;;;;;;
6;8;2017;48,19833333;49,21833333;43,49083333;39,77583333;51,7525;41,16166667;1;;;;;;;
7;8;2017;49,21833333;43,49083333;39,77583333;51,7525;41,16166667;37,02941176;1;;;;;;;
8;8;2017;43,49083333;39,77583333;51,7525;41,16166667;37,02941176;45,92666667;4;;;;;;;
9;8;2017;39,77583333;51,7525;41,16166667;37,02941176;45,92666667;42,84333333;4;;;;;;;
10;8;2017;51,7525;41,16166667;37,02941176;45,92666667;42,84333333;35,13;1;;;;;;;
11;8;2017;41,16166667;37,02941176;45,92666667;42,84333333;35,13;42,74916667;2;;;;;;;
12;8;2017;37,02941176;45,92666667;42,84333333;35,13;42,74916667;39,60083333;2;;;;;;;
13;8;2017;45,92666667;42,84333333;35,13;42,74916667;39,60083333;41,34833333;1;;;;;;;
14;8;2017;42,84333333;35,13;42,74916667;39,60083333;41,34833333;27,8475;1;;;;;;;
15;8;2017;35,13;42,74916667;39,60083333;41,34833333;27,8475;29,52666667;4;;;;;;;
16;8;2017;42,74916667;39,60083333;41,34833333;27,8475;29,52666667;43,40166667;2;;;;;;;
17;8;2017;39,60083333;41,34833333;27,8475;29,52666667;43,40166667;42,0075;0;;;;;;;
18;8;2017;41,34833333;27,8475;29,52666667;43,40166667;42,0075;46,5825;1;;;;;;;
19;8;2017;27,8475;29,52666667;43,40166667;42,0075;46,5825;42,48333333;1;;;;;;;
20;8;2017;29,52666667;43,40166667;42,0075;46,5825;42,48333333;41,22583333;2;;;;;;;
21;8;2017;43,40166667;42,0075;46,5825;42,48333333;41,22583333;50,17333333;5;;;;;;;
22;8;2017;42,0075;46,5825;42,48333333;41,22583333;50,17333333;37,90083333;1;;;;;;;
23;8;2017;46,5825;42,48333333;41,22583333;50,17333333;37,90083333;61,37;5;;;;;;;
24;8;2017;42,48333333;41,22583333;50,17333333;37,90083333;61,37;51,08;4;;;;;;;
25;8;2017;41,22583333;50,17333333;37,90083333;61,37;51,08;60,99666667;3;;;;;;;
26;8;2017;50,17333333;37,90083333;61,37;51,08;60,99666667;53,56166667;4;;;;;;;
27;8;2017;37,90083333;61,37;51,08;60,99666667;53,56166667;50,86583333;2;;;;;;;
28;8;2017;61,37;51,08;60,99666667;53,56166667;50,86583333;51,89;2;;;;;;;
29;8;2017;51,08;60,99666667;53,56166667;50,86583333;51,89;55,74;4;;;;;;;
30;8;2017;60,99666667;53,56166667;50,86583333;51,89;55,74;70,8125;0;;;;;;;
31;8;2017;53,56166667;50,86583333;51,89;55,74;70,8125;68,60166667;5;;;;;;;
1;9;2017;50,86583333;51,89;55,74;70,8125;68,60166667;59,82083333;3;;;;;;;
2;9;2017;51,89;55,74;70,8125;68,60166667;59,82083333;46,435;4;;;;;;;
3;9;2017;55,74;70,8125;68,60166667;59,82083333;46,435;50,57583333;3;;;;;;;
4;9;2017;70,8125;68,60166667;59,82083333;46,435;50,57583333;40,21916667;2;;;;;;;
5;9;2017;68,60166667;59,82083333;46,435;50,57583333;40,21916667;36,57166667;7;;;;;;;
6;9;2017;59,82083333;46,435;50,57583333;40,21916667;36,57166667;60,26666667;2;;;;;;;
7;9;2017;46,435;50,57583333;40,21916667;36,57166667;60,26666667;69,53333333;3;;;;;;;
8;9;2017;50,57583333;40,21916667;36,57166667;60,26666667;69,53333333;57,0625;2;;;;;;;
9;9;2017;40,21916667;36,57166667;60,26666667;69,53333333;57,0625;79,01363636;5;;;;;;;
10;9;2017;36,57166667;60,26666667;69,53333333;57,0625;79,01363636;102,6520833;4;;;;;;;
11;9;2017;60,26666667;69,53333333;57,0625;79,01363636;102,6520833;42,43229167;4;;;;;;;
12;9;2017;69,53333333;57,0625;79,01363636;102,6520833;42,43229167;39,80520833;7;;;;;;;
13;9;2017;57,0625;79,01363636;102,6520833;42,43229167;39,80520833;90,14339623;0;;;;;;;
14;9;2017;79,01363636;102,6520833;42,43229167;39,80520833;90,14339623;75,815;5;;;;;;;
15;9;2017;102,6520833;42,43229167;39,80520833;90,14339623;75,815;88,99083333;7;;;;;;;
16;9;2017;42,43229167;39,80520833;90,14339623;75,815;88,99083333;109,915;3;;;;;;;
17;9;2017;39,80520833;90,14339623;75,815;88,99083333;109,915;80,31166667;8;;;;;;;
18;9;2017;90,14339623;75,815;88,99083333;109,915;80,31166667;71,11166667;4;;;;;;;
19;9;2017;75,815;88,99083333;109,915;80,31166667;71,11166667;47,03916667;11;;;;;;;
20;9;2017;88,99083333;109,915;80,31166667;71,11166667;47,03916667;64,72083333;7;;;;;;;
21;9;2017;109,915;80,31166667;71,11166667;47,03916667;64,72083333;89,28151261;5;;;;;;;
22;9;2017;80,31166667;71,11166667;47,03916667;64,72083333;89,28151261;94,2725;4;;;;;;;
23;9;2017;71,11166667;47,03916667;64,72083333;89,28151261;94,2725;112,9575;4;;;;;;;
24;9;2017;47,03916667;64,72083333;89,28151261;94,2725;112,9575;96,5;2;;;;;;;
25;9;2017;64,72083333;89,28151261;94,2725;112,9575;96,5;72,3775;2;;;;;;;
26;9;2017;89,28151261;94,2725;112,9575;96,5;72,3775;52,3675;4;;;;;;;
27;9;2017;94,2725;112,9575;96,5;72,3775;52,3675;68,2425;1;;;;;;;
28;9;2017;112,9575;96,5;72,3775;52,3675;68,2425;141,5237288;7;;;;;;;
29;9;2017;96,5;72,3775;52,3675;68,2425;141,5237288;123,5375;6;;;;;;;
30;9;2017;72,3775;52,3675;68,2425;141,5237288;123,5375;100,4858333;1;;;;;;;
1;10;2017;52,3675;68,2425;141,5237288;123,5375;100,4858333;85,49083333;3;;;;;;;
2;10;2017;68,2425;141,5237288;123,5375;100,4858333;85,49083333;83,30666667;4;;;;;;;
3;10;2017;141,5237288;123,5375;100,4858333;85,49083333;83,30666667;53,1625;7;;;;;;;
4;10;2017;123,5375;100,4858333;85,49083333;83,30666667;53,1625;124,38;3;;;;;;;
5;10;2017;100,4858333;85,49083333;83,30666667;53,1625;124,38;146,0142857;3;;;;;;;
6;10;2017;85,49083333;83,30666667;53,1625;124,38;146,0142857;107,2191667;3;;;;;;;
7;10;2017;83,30666667;53,1625;124,38;146,0142857;107,2191667;166,3641667;5;;;;;;;
